0,45877
1,45796
2,45714
3,45633
4,45551
5,45470
6,45389
7,45309
8,45229
9,45149
10,45069
11,44991
12,44912
13,44834
14,44757
15,44680
16,44603
17,44526
18,44450
19,44375
20,44300
21,44225
22,44152
23,44079
24,44006
25,43934
26,43862
27,43792
28,43721
29,43651
30,43582
31,43513
32,43446
33,43378
34,43311
35,43245
36,43180
37,43116
38,43052
39,42989
40,42927
41,42866
42,42804
43,42744
44,42685
45,42627
46,42569
47,42512
48,42456
49,42402
50,42347
51,42293
52,42241
53,42190
54,42138
55,42088
56,42039
57,41991
58,41944
59,41898
60,41853
61,41808
62,41764
63,41722
64,41680
65,41640
66,41601
67,41562
68,41525
69,41488
70,41452
71,41418
72,41385
73,41352
74,41321
75,41291
76,41262
77,41234
78,41207
79,41180
80,41156
81,41132
82,41109
83,41088
84,41067
85,41048
86,41030
87,41013
88,40997
89,40983
90,40969
91,40957
92,40945
93,40935
94,40926
95,40919
96,40912
97,40906
98,40902
99,40899
100,40897
101,40896
102,40897
103,40899
104,40901
105,40906
106,40911
107,40917
108,40925
109,40935
110,40945
111,40957
112,40969
113,40983
114,40998
115,41014
116,41031
117,41051
118,41071
119,41091
120,41114
121,41138
122,41162
123,41189
124,41216
125,41244
126,41274
127,41305
128,41337
129,41371
130,41405
131,41441
132,41478
133,41516
134,41555
135,41596
136,41638
137,41681
138,41725
139,41771
140,41817
141,41865
142,41913
143,41963
144,42015
145,42067
146,42121
147,42176
148,42231
149,42289
150,42347
151,42406
152,42467
153,42528
154,42591
155,42655
156,42719
157,42786
158,42853
159,42922
160,42990
161,43061
162,43132
163,43205
164,43278
165,43353
166,43428
167,43505
168,43583
169,43662
170,43742
171,43822
172,43904
173,43986
174,44070
175,44155
176,44240
177,44326
178,44414
179,44502
180,44591
181,44682
182,44773
183,44865
184,44958
185,45052
186,45146
187,45242
188,45338
189,45435
190,45533
191,45632
192,45731
193,45831
194,45932
195,46034
196,46137
197,46240
198,46344
199,46448
200,46555
201,46661
202,46767
203,46874
204,46983
205,47091
206,47201
207,47310
208,47421
209,47533
210,47645
211,47757
212,47870
213,47983
214,48097
215,48211
216,48326
217,48441
218,48558
219,48674
220,48791
221,48908
222,49026
223,49144
224,49262
225,49381
226,49500
227,49620
228,49740
229,49859
230,49980
231,50101
232,50222
233,50343
234,50465
235,50587
236,50709
237,50831
238,50953
239,51076
240,51198
241,51321
242,51444
243,51567
244,51691
245,51814
246,51937
247,52061
248,52184
249,52307
250,52430
251,52555
252,52678
253,52801
254,52925
255,53048
256,53171
257,53295
258,53418
259,53541
260,53664
261,53786
262,53909
263,54031
264,54153
265,54275
266,54397
267,54519
268,54640
269,54761
270,54882
271,55003
272,55122
273,55242
274,55362
275,55481
276,55600
277,55718
278,55836
279,55954
280,56071
281,56188
282,56304
283,56421
284,56536
285,56651
286,56765
287,56879
288,56992
289,57105
290,57217
291,57329
292,57441
293,57552
294,57661
295,57771
296,57879
297,57988
298,58095
299,58201
300,58307
301,58414
302,58518
303,58622
304,58725
305,58828
306,58930
307,59031
308,59131
309,59230
310,59329
311,59427
312,59524
313,59620
314,59716
315,59810
316,59904
317,59997
318,60089
319,60180
320,60271
321,60360
322,60448
323,60536
324,60622
325,60707
326,60792
327,60876
328,60958
329,61040
330,61120
331,61200
332,61279
333,61357
334,61434
335,61509
336,61584
337,61657
338,61730
339,61801
340,61872
341,61940
342,62009
343,62076
344,62143
345,62207
346,62271
347,62334
348,62395
349,62456
350,62515
351,62573
352,62631
353,62686
354,62741
355,62795
356,62847
357,62899
358,62949
359,62997
360,63045
361,63091
362,63137
363,63181
364,63224
365,63266
366,63307
367,63346
368,63384
369,63421
370,63457
371,63491
372,63525
373,63557
374,63588
375,63617
376,63646
377,63673
378,63700
379,63724
380,63748
381,63771
382,63791
383,63811
384,63831
385,63848
386,63864
387,63879
388,63893
389,63905
390,63917
391,63927
392,63937
393,63945
394,63951
395,63956
396,63961
397,63963
398,63965
399,63966
400,63965
401,63963
402,63960
403,63956
404,63950
405,63943
406,63936
407,63927
408,63917
409,63905
410,63893
