[25.530344,-42.521549,5.927544,-16.374836,-21.930275,7.530569,-32.677647,53.207596,-2.549615,26.917459,0.671126,-26.572491,-0.468148,25.529543;
-39.510719,8.930346,-13.453445,-19.311687,10.009179,-31.475573,52.164841,-5.312352,24.037264,-0.053260,-25.112244,2.425901,25.528904;
-42.051666,7.043046,-14.965506,-20.596321,8.044452,-32.405109,53.722351,-2.287842,27.161764,1.441589,-26.397783,-0.969034,25.528658;
-46.044609,2.363136,-19.479271,-24.459955,5.604323,-32.189781,55.981922,0.291673,29.145718,2.771741,-26.098358,-2.881253,25.528978;
-40.958302,7.352014,-14.781786,-20.442574,9.186669,-30.269394,54.883759,-3.853146,23.506363,-0.344314,-24.298285,0.575582,25.529985;
-39.328831,8.684863,-13.323081,-19.149839,10.099295,-30.130207,53.877068,-5.846251,20.702293,-1.583736,-22.900070,2.585426,25.531668;
-41.334839,7.056265,-14.274548,-19.431679,9.559766,-30.118357,55.107128,-4.232485,20.991518,-2.397198,-24.263832,-0.252094,25.533976;
-46.829323,0.174543,-21.009588,-24.665014,6.250525,-30.748907,56.351257,-3.079963,20.226160,-4.743215,-26.841076,-4.256474,25.536749;
-41.450287,6.028032,-15.130497,-19.275019,10.126333,-29.352854,55.267300,-5.403510,17.404100,-6.198198,-24.479376,0.221662,25.539785;
-39.495029,7.507848,-13.469121,-18.047518,11.726521,-28.664814,54.575001,-6.371828,15.654003,-6.825124,-23.816425,2.587752,25.542864;
-40.633144,6.711119,-14.122158,-18.654028,10.468100,-29.900078,54.462505,-5.204255,16.374844,-6.683744,-23.712225,2.528157,25.545799;
-46.984394,-1.485870,-22.807060,-26.340715,3.975770,-34.289455,52.115837,-6.945933,13.717628,-11.913247,-29.918819,-3.770633,25.548346;
-42.082447,4.650105,-16.306965,-20.292469,9.126309,-30.811928,54.128361,-4.674189,16.712713,-7.984129,-25.314724,1.877563,25.550331;
-39.343075,7.167894,-14.042774,-19.074284,10.025857,-31.455112,52.310753,-5.154773,17.864908,-5.907439,-24.190758,4.262353,25.551577;
-39.891464,7.208469,-13.975431,-19.209492,8.991573,-32.979198,51.638092,-4.217371,19.797552,-4.757687,-24.518023,4.370171,25.551918;
-46.778183,-1.650402,-24.069229,-28.866018,0.376599,-39.614635,48.022766,-5.251367,19.762405,-7.306250,-29.629240,-0.243190,25.551197;
-42.577492,4.254015,-17.450693,-22.190502,6.659391,-35.096691,51.286713,-1.325243,25.117989,-2.413678,-26.077808,4.750779,25.549225;
-39.421661,7.690971,-14.419035,-19.787010,8.532934,-35.338654,49.490253,-2.480106,25.548819,-1.608152,-25.613337,7.679092,25.545908;
-40.017334,7.766788,-14.365641,-19.703585,8.028260,-37.229698,47.894489,-2.392646,27.321245,-0.869041,-26.877771,7.767196,25.541014;
-45.746452,0.820913,-22.353308,-27.326365,1.163109,-42.611263,45.961967,-0.880854,30.429710,-0.948575,-30.205082,5.613183,25.534353;
-43.502464,4.450151,-18.516689,-23.346004,4.622593,-41.028027,47.115948,1.296562,33.947628,1.760087,-28.809364,9.276388,25.525627;
-39.663681,8.615681,-14.933215,-19.767626,8.528522,-39.315784,46.775055,-0.176429,32.972672,1.132215,-28.905064,11.682221,25.514620;
-39.329735,9.789422,-13.732586,-18.814190,8.433586,-41.460728,44.482841,-1.221556,34.090343,1.337814,-29.560604,13.043813,25.501068;
-42.380207,6.938419,-17.421070,-22.287327,5.701622,-43.637234,45.151630,1.995387,37.812885,1.492202,-31.351074,13.657416,25.484888;
-44.817101,4.569128,-20.575405,-25.544704,2.393576,-47.597240,43.283211,1.571129,38.227478,0.302598,-34.091576,12.751086,25.466202;
