1,131

2,139

3,164

4,160

5,114

6,56

7,37

8,7

9,-20

10,-42

11,-50

12,-71

13,-110

14,-136

15,-154

16,-174

17,-177

18,-199

19,-200

20,-202

21,-253

22,-270

23,-310

24,-306

25,-295

26,-307

27,-327

28,-381

29,-389

30,-402

31,-415

32,-436

33,-455

34,-457

35,-452

36,-475

37,-511

38,-569

39,-559

40,-525

41,-547

42,-570

43,-579

44,-570

45,-538

46,-527

47,-526

48,-511

49,-494

50,-505

51,-527

52,-539

53,-529

54,-540

55,-524

56,-483

57,-468

58,-486

59,-476

60,-447

61,-402

62,-381

63,-348

64,-319

65,-296

66,-269

67,-283

68,-291

69,-272

70,-229

71,-203

72,-204

73,-196

74,-167

75,-157

76,-131

77,-108

78,-59

79,-21

80,12

81,29

82,35

83,47

84,79

85,141

86,146

87,151

88,167

89,198

90,236

91,261

92,271

93,324

94,346

95,382

96,430

97,427

98,432

99,436

100,430

101,449

102,461

103,485

104,480

105,486

106,528

107,565

108,584

109,587

110,601

111,626

112,616

113,576

114,568

115,559

116,571

117,592

118,619

119,620

120,569

121,553

122,567

123,577

124,577

125,582

126,570

127,576

128,599

129,589

130,569

131,579

132,587

133,572

134,550

135,510

136,471

137,479

138,503

139,529

140,543

141,503

142,485

143,494

144,493

145,483

146,464

147,462

148,436

149,433

150,400

151,381

152,378

153,380

154,380

155,370

156,325

157,317

158,263

159,246

160,252

161,241

162,230

163,204

164,175

165,160

166,118

167,104

168,70

169,33

170,7

171,-38

172,-62

173,-109

174,-138

175,-131

176,-132

177,-145

178,-159

179,-207

180,-239

181,-254

182,-254

183,-283

184,-318

185,-339

186,-351

187,-366

188,-394

189,-432

190,-428

191,-422

192,-428

193,-429

194,-471

195,-488

196,-498

197,-506

198,-548

199,-588

200,-591

201,-599

202,-613

203,-638

204,-622

205,-607

206,-611

207,-624

208,-619

209,-639

210,-648

211,-672

212,-677

213,-700

214,-706

215,-679

216,-645

217,-630

218,-613

219,-606

220,-594

221,-565

222,-575

223,-555

224,-543

225,-522

226,-490

227,-483

228,-468

229,-425

230,-392

231,-321

232,-297

233,-287

234,-282

235,-291

236,-241

237,-212

238,-141

239,-110

240,-102

241,-94

242,-90

243,-59

244,-17

245,16

246,93

247,125

248,138

249,133

250,143

251,218

252,279

253,282

254,290

255,293

256,318

257,350

258,389

259,450

260,475

261,486

262,461

263,453

264,458

265,436

266,441

267,482

268,529

269,564

270,565

271,545

272,564

273,622

274,654

275,634

276,623

277,611

278,610

279,597

280,610

281,622

282,646

283,667

284,666

285,673

286,672

287,667

288,645

289,660

290,659

291,622

292,586

293,542

294,521

295,529

296,554

297,559

298,565

299,583

300,583

301,578

302,566

303,538

304,506

305,473

306,422

307,383

308,346

309,318

310,314

311,349

312,362

313,399

314,377

315,361

316,346

317,354

318,330

319,290

320,272

321,255

322,253

323,223

324,212

325,209

326,201

327,190

328,163

329,109

330,82

331,30

332,12

333,-18

334,-34

335,-40

336,-75

337,-87

338,-120

339,-143

340,-152

341,-177

342,-202

343,-250

344,-281

345,-294

346,-322

347,-350

348,-368

349,-375

350,-382

351,-416

352,-430

353,-449

354,-453

355,-456

356,-468

357,-484

358,-532

359,-578

360,-570

361,-574

362,-589

363,-637

364,-622

365,-587

366,-586

367,-606

368,-652

369,-640

370,-653

371,-645

372,-662

373,-653

374,-654

375,-656

376,-661

377,-651

378,-612

379,-561

380,-557

381,-560

382,-544

383,-533

384,-520

385,-538

386,-509

387,-495

388,-442

389,-422

390,-378

391,-369

392,-349

393,-311

394,-277

395,-215

396,-214

397,-222

398,-183

399,-168

400,-128

401,-96

402,-94

403,-74

404,-60

405,-9

406,42

407,70

408,97

409,119

410,163

411,193

412,178

413,187

414,205

415,244

416,291

417,300

418,325

419,336

420,391

421,428

422,429

423,460

424,468

425,482

426,491

427,494

428,515

429,520

430,511

431,526

432,527

433,582

434,590

435,609

436,605

437,602

438,606

439,606

440,606

441,574

442,570

443,576

444,589

445,584

446,573

447,577

448,599

449,601

450,581

451,571

452,561

453,566

454,583

455,600

456,582

457,553

458,516

459,516

460,542

461,546

462,524

463,505

464,503

465,499

466,488

467,424

468,375

469,367

470,370

471,376

472,378

473,353

474,336

475,336

476,343

477,314

478,270

479,255

480,219

481,209

482,189

483,147

484,135

485,119

486,111

487,80

488,52

489,33

490,1

491,-6

492,-27

493,-40

494,-49

495,-57

496,-83

497,-108

498,-151

499,-156

500,-191

501,-216

502,-244

503,-282

504,-300

505,-344

506,-360

507,-372

508,-422

509,-458

510,-496

511,-508

512,-565

